Player,Position,Draft Year,Draft Age,Class,School,Height,Weight,Wingspan,Standing Reach,RSCI Ranking,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,College OBPM,College DBPM,College BPM
Buddy Hield,SG,2016,0.17460317460317465,SR,Oklahoma,0.42063492063492064,0.7142857142857143,0.6349206349206349,0.5634920634920635,111,0.8412698412698413,0.746031746031746,0.6825396825396826,0.3333333333333333,0.4603174603174603,0.30158730158730157,0.5714285714285714,0.3492063492063492,0.3650793650793651,0.9047619047619048,0.9523809523809523,0.9841269841269841,0.47619047619047616,0.9682539682539683
Tyrese Martin,SG,2022,0.031746031746031744,SR,Connecticut,0.8253968253968254,0.8412698412698413,0.1746031746031746,0.6190476190476191,156,0.3492063492063492,0.49206349206349204,0.9365079365079365,0.8888888888888888,0.9682539682539683,0.23809523809523808,0.2698412698412698,0.7777777777777778,0.5714285714285714,0.4126984126984127,0.12698412698412698,0.42063492063492064,0.35714285714285715,0.36507936507936506
Victor Oladipo,SG,2013,0.4444444444444444,JR,Indiana,0.25396825396825395,0.746031746031746,0.6349206349206349,0.4603174603174603,146,0.9365079365079365,0.9523809523809523,1.0,0.7619047619047619,1.0,0.42857142857142855,0.9841269841269841,0.873015873015873,0.0,0.2698412698412698,0.2698412698412698,0.8095238095238095,0.9841269841269841,0.9841269841269841
Jalen Williams,SG,2022,0.39682539682539686,JR,Santa Clara,0.5238095238095238,0.6904761904761905,0.9841269841269841,0.9841269841269841,383,0.7063492063492064,0.6825396825396826,0.07936507936507936,0.2222222222222222,0.1746031746031746,0.8412698412698413,0.6190476190476191,0.7619047619047619,0.5396825396825398,0.49206349206349204,0.5873015873015873,0.2222222222222222,0.2698412698412698,0.21428571428571427
Dalen Terry,SG,2022,0.6349206349206349,SO,Arizona,0.9444444444444444,0.36507936507936506,0.9365079365079365,1.0,45,0.6666666666666666,0.7301587301587301,0.5396825396825397,0.36507936507936506,0.47619047619047616,0.7936507936507936,0.7142857142857143,0.6349206349206349,0.06349206349206349,0.047619047619047616,0.031746031746031744,0.12698412698412698,0.9285714285714286,0.3492063492063492
Johnny Juzang,SG,2022,0.38095238095238093,JR,UCLA,0.8253968253968254,0.6507936507936508,0.753968253968254,0.38095238095238093,166,0.30158730158730157,0.4126984126984127,0.23809523809523808,0.5873015873015873,0.30158730158730157,0.3333333333333333,0.14285714285714285,0.2222222222222222,0.9523809523809523,0.8095238095238095,0.38095238095238093,0.36507936507936506,0.23809523809523808,0.30158730158730157
Malaki Branham,SG,2022,0.9047619047619048,FR,Ohio State,0.38095238095238093,0.3492063492063492,0.5555555555555556,0.38095238095238093,35,0.9206349206349206,0.8412698412698413,0.36507936507936506,0.14285714285714285,0.19047619047619047,0.5555555555555556,0.15873015873015872,0.4365079365079365,0.5079365079365079,0.6825396825396826,0.3968253968253968,0.5238095238095238,0.1111111111111111,0.2857142857142857
Wendell Moore,SG,2022,0.47619047619047616,JR,Duke,0.46825396825396826,0.873015873015873,0.9047619047619048,0.1984126984126984,24,0.6825396825396826,0.6349206349206349,0.6031746031746031,0.3968253968253968,0.5079365079365079,0.8253968253968254,0.746031746031746,0.1746031746031746,0.11111111111111116,0.23809523809523808,0.4603174603174603,0.2857142857142857,0.42857142857142855,0.2698412698412698
Dereon Seabron,SG,2022,0.25396825396825395,SO,NC State,0.6031746031746031,0.14285714285714285,0.3492063492063492,0.6190476190476191,128,0.42857142857142855,0.5158730158730159,0.9206349206349206,0.9523809523809523,0.9206349206349206,0.6349206349206349,0.6825396825396826,0.3333333333333333,0.2222222222222222,0.5396825396825397,0.5396825396825397,0.30158730158730157,0.06349206349206349,0.21428571428571427
Trevor Keels,SG,2022,0.9365079365079365,FR,Duke,0.14285714285714285,0.9682539682539683,0.12698412698412698,0.1984126984126984,23,0.2222222222222222,0.38095238095238093,0.30158730158730157,0.031746031746031744,0.1349206349206349,0.6031746031746031,0.7777777777777778,0.03968253968253968,0.9365079365079365,0.3492063492063492,0.42857142857142855,0.19047619047619047,0.25396825396825395,0.18253968253968253
Donovan Mitchell,SG,2017,0.5079365079365079,SO,Louisville,0.015873015873015872,0.6349206349206349,0.7936507936507936,0.0873015873015873,32,0.12698412698412698,0.18253968253968253,0.5873015873015873,0.42857142857142855,0.5317460317460317,0.6190476190476191,0.9365079365079365,0.5238095238095238,0.7777777777777778,0.42857142857142855,0.20634920634920634,0.48412698412698413,1.0,0.8492063492063492
Keldon Johnson,SG,2019,0.7777777777777778,FR,Kentucky,0.7301587301587301,0.8253968253968254,0.6349206349206349,0.9682539682539683,12,0.36507936507936506,0.3333333333333333,0.7777777777777778,0.7857142857142857,0.8253968253968254,0.07936507936507936,0.18253968253968253,0.11904761904761904,0.6428571428571428,0.30158730158730157,0.3492063492063492,0.3333333333333333,0.6190476190476191,0.4126984126984127
Gary Harris,SG,2014,0.7619047619047619,SO,Michigan State,0.07936507936507936,0.47619047619047616,0.15079365079365079,0.023809523809523808,18,0.4523809523809524,0.4603174603174603,0.42857142857142855,0.09523809523809523,0.15873015873015872,0.47619047619047616,0.9047619047619048,0.5079365079365079,0.7619047619047619,0.6507936507936508,0.6031746031746031,0.7936507936507936,0.8571428571428571,0.8492063492063492
Allen Crabbe,SG,2013,0.4285714285714286,JR,California,0.873015873015873,0.30158730158730157,0.8888888888888888,0.9365079365079365,72,0.4523809523809524,0.47619047619047616,0.3492063492063492,0.7857142857142857,0.6666666666666666,0.49206349206349204,0.2222222222222222,0.6666666666666666,0.4920634920634921,0.5238095238095238,0.6349206349206349,0.7301587301587301,0.4444444444444444,0.6190476190476191
Grayson Allen,SG,2018,0.12698412698412698,SR,Duke,0.1746031746031746,0.31746031746031744,0.25396825396825395,0.0873015873015873,24,0.626984126984127,0.4444444444444444,0.09523809523809523,0.12698412698412698,0.07936507936507936,0.9365079365079365,0.6507936507936508,0.07142857142857142,0.31746031746031744,0.3333333333333333,0.8095238095238095,0.6507936507936508,0.5238095238095238,0.5873015873015873
Kevin Huerter,SG,2018,0.7301587301587302,SO,Maryland,0.9841269841269841,0.20634920634920634,0.31746031746031744,0.6507936507936508,63,0.8571428571428571,0.9682539682539683,0.38095238095238093,0.6190476190476191,0.5555555555555556,0.8571428571428571,0.12698412698412698,0.8095238095238095,0.07936507936507942,0.07936507936507936,0.1746031746031746,0.6190476190476191,0.5714285714285714,0.5555555555555556
Will Barton,SG,2012,0.3015873015873016,SO,Memphis,0.7777777777777778,0.015873015873015872,0.7301587301587301,0.8174603174603174,9,0.38095238095238093,0.3968253968253968,0.8888888888888888,0.9206349206349206,0.9523809523809523,0.7619047619047619,0.7301587301587301,0.6984126984126984,0.2698412698412699,0.6031746031746031,0.8253968253968254,0.5793650793650794,0.5238095238095238,0.5396825396825397
Nickeil Alexander-Walker,SG,2019,0.4920634920634921,SO,Virginia Tech,0.5714285714285714,0.4444444444444444,0.6984126984126984,0.6904761904761905,34,0.626984126984127,0.6587301587301587,0.15873015873015872,0.49206349206349204,0.3253968253968254,0.9206349206349206,0.8650793650793651,0.8412698412698413,0.12698412698412698,0.5873015873015873,0.4126984126984127,0.3492063492063492,0.7777777777777778,0.5238095238095238
Terrence Ross,SG,2012,0.3412698412698413,SO,Washington,0.9682539682539683,0.2698412698412698,0.25396825396825395,0.4603174603174603,32,0.3253968253968254,0.5476190476190477,0.6666666666666666,0.8571428571428571,0.7619047619047619,0.031746031746031744,0.5555555555555556,0.9365079365079365,0.746031746031746,0.4444444444444444,0.2222222222222222,0.5476190476190477,0.6507936507936508,0.5079365079365079
Alec Burks,SG,2011,0.6825396825396826,SO,Colorado,0.7777777777777778,0.19047619047619047,0.7936507936507936,0.9365079365079365,199,0.5238095238095238,0.18253968253968253,0.9682539682539683,0.6825396825396826,0.8888888888888888,0.873015873015873,0.4365079365079365,0.30158730158730157,0.38095238095238093,0.9841269841269841,1.0,0.9682539682539683,0.031746031746031744,0.6349206349206349
Norman Powell,SG,2015,0.2698412698412699,SR,UCLA,0.1746031746031746,0.8095238095238095,0.8571428571428571,0.8174603174603174,55,0.2777777777777778,0.2857142857142857,0.06349206349206349,0.31746031746031744,0.20634920634920634,0.19047619047619047,0.8650793650793651,0.6031746031746031,0.4126984126984127,0.2222222222222222,0.25396825396825395,0.1746031746031746,0.6825396825396826,0.25396825396825395
Josh Okogie,SG,2018,0.746031746031746,SO,Georgia Tech,0.1746031746031746,0.6190476190476191,0.9682539682539683,0.6904761904761905,222,0.23809523809523808,0.09523809523809523,0.873015873015873,0.4603174603174603,0.6825396825396826,0.4603174603174603,0.7936507936507936,0.9682539682539683,0.3492063492063492,0.7936507936507936,0.3333333333333333,0.5079365079365079,0.5238095238095238,0.47619047619047616
Blake Wesley,SG,2022,0.8888888888888888,FR,Notre Dame,0.12698412698412698,0.2222222222222222,0.49206349206349204,0.5238095238095238,100,0.1111111111111111,0.20634920634920634,0.25396825396825395,0.23809523809523808,0.23809523809523808,0.7301587301587301,0.8412698412698413,0.03968253968253968,0.39682539682539686,0.9523809523809523,0.7936507936507936,0.015873015873015872,0.0873015873015873,0.023809523809523808
Jordan Poole,SG,2019,0.6507936507936508,SO,Michigan,0.3333333333333333,0.12698412698412698,0.15079365079365079,0.29365079365079366,89,0.5714285714285714,0.6031746031746031,0.015873015873015872,0.1746031746031746,0.06349206349206349,0.1746031746031746,0.5952380952380952,0.2777777777777778,0.6111111111111112,0.25396825396825395,0.06349206349206349,0.25396825396825395,0.9285714285714286,0.4444444444444444
Terance Mann,SG,2019,0.1428571428571429,SR,Florida State,0.7301587301587301,0.4603174603174603,0.3968253968253968,0.5634920634920635,97,0.8095238095238095,0.8095238095238095,0.9523809523809523,0.5555555555555556,0.8095238095238095,0.5079365079365079,0.20634920634920634,0.36507936507936506,0.19047619047619047,0.031746031746031744,0.19047619047619047,0.38095238095238093,0.6031746031746031,0.42857142857142855
Wayne Selden,SG,2016,0.2857142857142857,JR,Kansas,0.5714285714285714,0.9841269841269841,0.8333333333333334,0.5634920634920635,13,0.20634920634920634,0.42857142857142855,0.4126984126984127,0.047619047619047616,0.1111111111111111,0.6984126984126984,0.09523809523809523,0.4603174603174603,0.17460317460317465,0.15873015873015872,0.2857142857142857,0.31746031746031744,0.4126984126984127,0.31746031746031744
Malik Beasley,SG,2016,0.8412698412698413,FR,Florida State,0.3333333333333333,0.09523809523809523,0.1984126984126984,0.4603174603174603,36,0.6507936507936508,0.6190476190476191,0.7222222222222222,0.6984126984126984,0.6984126984126984,0.06349206349206349,0.373015873015873,0.11904761904761904,0.6666666666666667,0.47619047619047616,0.5555555555555556,0.6031746031746031,0.14285714285714285,0.3333333333333333
Dillon Brooks,SG,2017,0.31746031746031744,JR,Oregon,0.7777777777777778,0.9047619047619048,0.09523809523809523,0.4603174603174603,253,0.48412698412698413,0.5714285714285714,0.8412698412698413,0.19047619047619047,0.3968253968253968,0.9523809523809523,0.49206349206349204,0.6507936507936508,0.3015873015873016,0.9206349206349206,0.7619047619047619,0.6666666666666666,0.3968253968253968,0.49206349206349204
Joe Harris,SG,2014,0.11111111111111116,SR,Virginia,0.7301587301587301,0.7698412698412699,0.09523809523809523,0.3333333333333333,127,0.5238095238095238,0.6587301587301587,0.3333333333333333,0.2698412698412698,0.25396825396825395,0.6825396825396826,0.4126984126984127,0.47619047619047616,0.5873015873015873,0.4603174603174603,0.23809523809523808,0.5476190476190477,0.7619047619047619,0.6666666666666666
Donte DiVincenzo,SG,2018,0.3412698412698413,SO,Villanova,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.12698412698412698,256,0.753968253968254,0.8650793650793651,0.753968253968254,0.5317460317460317,0.6190476190476191,0.746031746031746,0.46825396825396826,0.2777777777777778,0.1428571428571429,0.12698412698412698,0.5079365079365079,0.6349206349206349,0.7142857142857143,0.6825396825396826
Bradley Beal,SG,2012,0.9206349206349207,FR,Florida,0.25396825396825395,0.38095238095238093,0.4603174603174603,0.3333333333333333,4,0.5555555555555556,0.35714285714285715,0.6428571428571429,1.0,0.9365079365079365,0.2857142857142857,0.6984126984126984,0.9206349206349206,0.23809523809523814,0.36507936507936506,0.6666666666666666,0.6825396825396826,0.6666666666666666,0.6984126984126984
Malcolm Brogdon,SG,2016,0.015873015873015928,SR,Virginia,0.42063492063492064,0.9523809523809523,0.8333333333333334,0.15873015873015872,80,0.4126984126984127,0.23809523809523808,0.14285714285714285,0.5714285714285714,0.36507936507936506,0.8095238095238095,0.3492063492063492,0.31746031746031744,0.8571428571428572,0.7619047619047619,0.6984126984126984,0.7619047619047619,0.8888888888888888,0.8253968253968254
Devin Booker,SG,2015,0.9682539682539683,FR,Kentucky,0.6587301587301587,0.5396825396825397,0.5158730158730159,0.8174603174603174,20,0.7777777777777778,0.7619047619047619,0.1984126984126984,0.015873015873015872,0.015873015873015872,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.8095238095238095,0.31746031746031744,0.015873015873015872,0.7777777777777778,0.746031746031746,0.8095238095238095
Keon Ellis,SG,2022,0.15873015873015872,SR,Alabama,0.21428571428571427,0.031746031746031744,0.30158730158730157,0.2619047619047619,272,0.9682539682539683,0.9365079365079365,0.8095238095238095,0.7301587301587301,0.746031746031746,0.2222222222222222,0.9682539682539683,0.9047619047619048,0.2063492063492064,0.06349206349206349,0.1111111111111111,0.3968253968253968,0.9523809523809523,0.7777777777777778
Romeo Langford,SG,2019,0.8253968253968254,FR,Indiana,0.6587301587301587,0.6031746031746031,0.873015873015873,0.8809523809523809,6,0.1746031746031746,0.14285714285714285,0.6428571428571429,0.4126984126984127,0.5317460317460317,0.4126984126984127,0.07142857142857142,0.9682539682539683,0.5238095238095238,0.7142857142857143,0.6507936507936508,0.4444444444444444,0.35714285714285715,0.38095238095238093
Dion Waiters,SG,2012,0.5555555555555556,SO,Syracuse,0.07936507936507936,0.9206349206349206,0.25396825396825395,0.15873015873015872,23,0.25396825396825395,0.30158730158730157,0.1746031746031746,0.07936507936507936,0.031746031746031744,0.9047619047619048,1.0,0.49206349206349204,0.7301587301587302,0.6666666666666666,0.07936507936507936,0.42063492063492064,0.9682539682539683,0.7936507936507936
Archie Goodwin,SG,2013,0.9523809523809523,FR,Kentucky,0.42063492063492064,0.06349206349206349,0.6984126984126984,0.6904761904761905,12,0.06349206349206349,0.031746031746031744,0.7936507936507936,0.25396825396825395,0.4126984126984127,0.7142857142857143,0.5158730158730159,0.5396825396825397,0.015873015873015928,0.7777777777777778,0.36507936507936506,0.06349206349206349,0.16666666666666666,0.06349206349206349
Tyler Herro,SG,2019,0.873015873015873,FR,Kentucky,0.6587301587301587,0.1746031746031746,0.015873015873015872,0.4603174603174603,40,0.6031746031746031,0.5476190476190477,0.031746031746031744,0.6031746031746031,0.3492063492063492,0.5238095238095238,0.4365079365079365,0.40476190476190477,0.6428571428571428,0.14285714285714285,0.5238095238095238,0.5793650793650794,0.9047619047619048,0.7619047619047619
Hamidou Diallo,SG,2018,0.7142857142857143,FR,Kentucky,0.5714285714285714,0.2857142857142857,0.9206349206349206,0.8809523809523809,11,0.031746031746031744,0.05555555555555555,0.49206349206349204,0.2857142857142857,0.3253968253968254,0.047619047619047616,0.30158730158730157,0.5793650793650794,0.5555555555555556,0.2857142857142857,0.047619047619047616,0.031746031746031744,0.4603174603174603,0.09523809523809523
Luke Kennard,SG,2017,0.46031746031746035,SO,Duke,0.6587301587301587,0.23809523809523808,0.031746031746031744,0.2222222222222222,21,0.8253968253968254,0.6984126984126984,0.4444444444444444,0.30158730158730157,0.2698412698412698,0.2698412698412698,0.25396825396825395,0.19047619047619047,0.9682539682539683,0.38095238095238093,0.9206349206349206,0.8412698412698413,0.3333333333333333,0.746031746031746
Nik Stauskas,SG,2014,0.5238095238095238,SO,Michigan,0.873015873015873,0.5555555555555556,0.3968253968253968,0.6904761904761905,77,0.9841269841269841,0.9206349206349206,0.047619047619047616,0.1111111111111111,0.047619047619047616,0.5396825396825397,0.031746031746031744,0.23809523809523808,0.6111111111111112,0.1984126984126984,0.6825396825396826,0.9365079365079365,0.19047619047619047,0.7301587301587301
Jaylen Brown,SG,2016,0.8095238095238095,FR,California,0.873015873015873,0.9365079365079365,0.9523809523809523,0.8174603174603174,3,0.07936507936507936,0.07936507936507936,0.5238095238095238,0.8253968253968254,0.7777777777777778,0.5714285714285714,0.30158730158730157,0.8095238095238095,0.031746031746031744,0.9682539682539683,0.47619047619047616,0.07936507936507936,0.5714285714285714,0.1111111111111111
Damyean Dotson,SG,2017,0.06349206349206349,SR,Houston,0.6587301587301587,0.5,0.5793650793650794,0.3333333333333333,261,0.8968253968253969,0.9841269841269841,0.8253968253968254,0.9365079365079365,0.8412698412698413,0.015873015873015872,0.18253968253968253,0.14285714285714285,0.9841269841269842,0.1984126984126984,0.31746031746031744,0.9523809523809523,0.12698412698412698,0.7142857142857143
Jaylen Nowell,SG,2019,0.6666666666666667,SO,Washington,0.25396825396825395,0.3968253968253968,0.25396825396825395,0.15873015873015872,63,0.48412698412698413,0.5873015873015873,0.3968253968253968,0.5317460317460317,0.4444444444444444,0.8888888888888888,0.46825396825396826,0.20634920634920634,0.09523809523809523,0.6984126984126984,0.8412698412698413,0.20634920634920634,0.20634920634920634,0.14285714285714285
Austin Rivers,SG,2012,0.6984126984126984,FR,Duke,0.3333333333333333,0.4126984126984127,0.25396825396825395,0.06349206349206349,2,0.15873015873015872,0.2222222222222222,0.1111111111111111,0.15873015873015872,0.09523809523809523,0.31746031746031744,0.30158730158730157,0.015873015873015872,0.2857142857142857,0.6349206349206349,0.5714285714285714,0.2698412698412698,0.0873015873015873,0.15873015873015872
Talen Horton-Tucker,SG,2019,0.9841269841269842,FR,Iowa State,0.07936507936507936,1.0,1.0,0.8809523809523809,67,0.015873015873015872,0.05555555555555555,0.2698412698412698,0.8412698412698413,0.7142857142857143,0.6587301587301587,0.8174603174603174,0.9682539682539683,0.46031746031746035,0.746031746031746,0.15873015873015872,0.09523809523809523,0.5714285714285714,0.18253968253968253
Christian Braun,SG,2022,0.4126984126984127,JR,Kansas,0.9047619047619048,0.6904761904761905,0.047619047619047616,0.047619047619047616,129,0.7063492063492064,0.7142857142857143,0.5079365079365079,0.6666666666666666,0.6349206349206349,0.36507936507936506,0.3968253968253968,0.8888888888888888,0.4444444444444444,0.1111111111111111,0.49206349206349204,0.4603174603174603,0.8015873015873016,0.6507936507936508
Pat Connaughton,SG,2015,0.19047619047619047,SR,Notre Dame,0.49206349206349204,0.7698412698412699,0.4603174603174603,0.023809523809523808,136,0.753968253968254,0.8650793650793651,0.4603174603174603,0.9682539682539683,0.873015873015873,0.09523809523809523,0.1111111111111111,0.746031746031746,0.9047619047619048,0.015873015873015872,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.4603174603174603
